Births;1800;1801;1802;1803;1804;1805;1806;1807;1808;1809;1810;1811;1812;1813;1814;1815;1816;1817;1818;1819;1820;1821;1822;1823;1824;1825;1826;1827;1828;1829;1830;1831;1832;1833;1834;1835;1836;1837;1838;1839;1840;1841;1842;1843;1844;1845;1846;1847;1848;1849;1850;1851;1852;1853;1854;1855;1856;1857;1858;1859;1860;1861;1862;1863;1864;1865;1866;1867;1868;1869;1870;1871;1872;1873;1874;1875;1876;1877;1878;1879;1880;1881;1882;1883;1884;1885;1886;1887;1888;1889;1890;1891;1892;1893;1894;1895;1896;1897;1898;1899;1900;1901;1902;1903;1904;1905;1906;1907;1908;1909;1910;1911;1912;1913;1914;1915;1916;1917;1918;1919;1920;1921;1922;1923;1924;1925;1926;1927;1928;1929;1930;1931;1932;1933;1934;1935;1936;1937;1938;1939;1940;1941;1942;1943;1944;1945;1946;1947;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015
Luxembourg;4325;4325;4317;4317;4317;4317;4309;4309;4309;4309;4301;4303;4305;4309;4307;4313;4321;4323;4334;4346;4360;4367;4383;4401;4421;4433;4455;4479;4505;4523;4551;4572;4602;4623;4644;4675;4696;4718;4749;4771;4802;4824;4846;4878;4900;4923;4955;4977;5000;5033;5271;5455;5066;4990;5172;4891;5190;5225;5461;5824;5579;5531;5423;5719;5601;5545;5444;5560;5516;5647;5816;5617;5687;5838;5994;5639;6315;6165;5988;6192;5974;6049;5931;5753;6211;5800;6003;5857;5738;5784;5649;5932;5699;5964;5861;5965;5972;6218;6128;6457;6456;6784;6763;6742;6720;6697;6517;6516;6530;6530;6529;6324;6101;5890;5660;5443;5418;5378;5352;5310;5283;5240;5195;5135;5089;5042;5123;5205;5272;5356;5301,38095238095;5246,7619047619;5192,14285714286;5137,52380952381;5082,90476190476;5028,28571428571;4973,66666666667;4919,04761904762;4864,42857142857;4809,80952380952;4755,19047619048;4700,57142857143;4645,95238095238;4591,33333333333;4536,71428571429;4482,09523809524;4427,47619047619;4372,85714285714;4318,2380952381;4263,61904761905;4209;4267;4384;4499;4613;4725;4834;4940;5039;5128;5200;5251;5276;5270;5233;5163;5059;4928;4777;4617;4458;4309;4177;4069;3989;3940;3923;3931;3958;3999;4048;4097;4143;4187;4227;4272;4330;4408;4511;4636;4777;4927;5074;5208;5323;5408;5459;5479;5472;5444;5405;5362;5326;5307;5308;5334;5385;5455;5539;5635;5744;5866;6000;6143;6291;6438
Macao, China;670;683;697;711;726;740;756;771;787;802;825;842;859;876;894;912;931;950;969;989;1009;1029;1050;1071;1093;1115;1123;1118;1104;1082;1061;1042;1025;1010;996;986;978;973;971;974;981;993;1010;1033;1062;1099;1144;1214;1305;1418;1551;1679;1804;1926;2043;2156;2264;2367;2465;2557;2644;2723;2796;2861;2918;2966;3005;3033;3050;3055;3046;3024;3002;2979;2957;2935;2913;2891;2870;2849;2828;2807;2786;2765;2745;2724;2704;2684;2664;2644;2625;2606;2586;2567;2548;2529;2516;2509;2507;2510;2520;2535;2542;2572;2609;2654;2699;2743;2790;2833;2873;2913;2941;2970;2999;3028;3057;3087;3118;3150;3270;3488;3814;4170;4560;4986;5390;5659;5787;5764;5787,38095238095;5810,7619047619;5834,14285714286;5857,52380952381;5880,90476190476;5904,28571428571;5927,66666666667;5951,04761904762;5974,42857142857;5997,80952380952;6021,19047619048;6044,57142857143;6067,95238095238;6091,33333333333;6114,71428571429;6138,09523809524;6161,47619047619;6184,85714285714;6208,2380952381;6231,61904761905;6255;6322;6433;6493;6502;6462;6370;6230;6044;5813;5542;5238;4910;4569;4227;3898;3592;3314;3070;2865;2695;2549;2421;2315;2243;2235;2325;2533;2863;3302;3834;4431;5048;5638;6166;6591;6882;7038;7069;6980;6789;6523;6217;5902;5597;5307;5025;4738;4446;4162;3907;3705;3575;3529;3572;3710;3939;4240;4589;4966;5349;5719;6064;6373;6635;6847
Macedonia, FYR;16128;16128;16128;16128;16128;16128;16128;16128;16128;16128;16128;16135;16148;16169;16196;16231;16272;16321;16377;16440;16511;16589;16675;16768;16868;16977;17093;17217;17348;17488;17636;17792;17949;18107;18267;18429;18592;18756;18922;19089;19258;19428;19599;19773;19947;20123;20301;20481;20662;20844;21028;21087;21146;21204;21261;21317;21373;21428;21482;21570;21623;21675;21727;22907;24069;24324;24581;24803;25065;25330;25559;25594;25588;25613;25603;25631;25617;25636;25617;25638;25615;25841;26031;26266;26455;26693;26890;27128;27328;27575;27777;28168;28564;28918;29323;29733;30149;30569;30995;31375;31811;31381;30989;30538;30077;29659;30141;30678;31173;31729;32294;32415;32538;32661;32783;32905;33085;33206;33319;33433;33546;33659;33832;33944;34056;34166;34276;34385;34559;34667;35401,1904761905;36135,380952381;36869,5714285714;37603,7619047619;38337,9523809524;39072,1428571429;39806,3333333333;40540,5238095238;41274,7142857143;42008,9047619048;42743,0952380952;43477,2857142857;44211,4761904762;44945,6666666667;45679,8571428571;46414,0476190476;47148,2380952381;47882,4285714286;48616,619047619;49350,8095238095;50085;49704;48953;48228;47527;46853;46214;45615;45072;44611;44259;44040;43968;44031;44191;44368;44464;44406;44156;43711;43109;42419;41738;41147;40684;40382;40251;40249;40322;40429;40515;40519;40404;40143;39726;39163;38486;37746;36981;36205;35412;34575;33675;32707;31692;30666;29677;28764;27952;27249;26638;26081;25538;24988;24433;23906;23451;23109;22903;22828;22865;22981;23127;23259;23352;23391
Madagascar;73203;73521;73841;74162;74485;74808;75134;75460;75788;76118;76475;76817;77170;77534;77910;78296;78695;79105;79526;79960;80405;80863;81332;81814;82309;82816;83336;83868;84414;84973;85545;86130;86719;87313;87910;88511;89117;89727;90341;90959;91581;92207;92838;93473;94113;94757;95405;96058;96715;97377;98043;98707;99375;100048;100725;101407;102094;102785;103481;104182;104887;105598;106313;107032;107757;108487;109221;109961;110705;111455;112210;112969;113734;114487;115262;116042;116828;117602;118399;119200;120007;120805;121623;122446;123262;124097;124937;125771;126623;127480;128343;129212;130087;130968;131855;132747;133646;134551;135462;136379;137303;138232;139157;140100;141048;142003;142965;143917;144891;145872;146860;147850;148851;149859;150873;151895;152923;153959;155016;156076;157144;158219;159302;160392;161489;162594;164144;165488;167064;168654;170263,428571429;171872,857142857;173482,285714286;175091,714285714;176701,142857143;178310,571428571;179920;181529,428571429;183138,857142857;184748,285714286;186357,714285714;187967,142857143;189576,571428571;191186;192795,428571429;194404,857142857;196014,285714286;197623,714285714;199233,142857143;200842,571428571;202452;204706;209256;213891;218611;223414;228301;233276;238347;243520;248811;254246;259861;265710;271860;278429;285543;293238;301492;310243;319476;329172;339152;349152;358889;367707;374877;380232;383993;386658;389313;393320;399760;409285;422008;437559;455111;473384;491299;508337;524282;539265;553739;567992;581954;595386;607977;619528;629979;639419;647990;655909;663560;671350;679603;688640;698696;709793;721919;735100;749344;764603;780665;797285;814260;831396
Malawi;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34447;34469;34491;34513;34535;34557;34579;34600;34622;34644;34666;34688;34710;34731;34753;34775;34797;34819;34841;34863;34884;34906;34928;34950;34972;34994;35016;35037;35059;35081;35103;35125;35147;35169;35190;35212;35234;35256;35278;35300;35321;35343;35365;35387;35409;35431;35453;35564;35768;36068;36465;36964;37298;38030;38893;39890;41026;42120;43320;44554;45765;47007;48150;49223;50321;51443;52590;53763;54917;56108;57324;58430;59423;60296;61183;62082;63609;65798;68687;71704;75320,7619047619;78937,5238095238;82554,2857142857;86171,0476190476;89787,8095238095;93404,5714285714;97021,3333333333;100638,095238095;104254,857142857;107871,619047619;111488,380952381;115105,142857143;118721,904761905;122338,666666667;125955,428571429;129572,19047619;133188,952380952;136805,714285714;140422,476190476;144039,238095238;147656;149274;152626;156208;160020;164062;168334;172838;177570;182533;187723;193136;198761;204579;210567;216677;222857;229088;235377;241743;248244;254955;261943;269251;276889;284744;292647;300535;308465;316596;325428;335584;347337;360640;375164;390204;404842;418215;429701;439046;446191;451368;455319;458770;462171;465942;470382;475576;481614;488653;496865;506346;516918;528329;540354;552617;564708;576373;587488;598053;608270;618494;629130;640462;652560;665371
Malaysia;10992;10992;10992;10992;10992;10992;10992;10992;10992;10992;10992;11003;11025;11058;11103;11159;11228;11308;11401;11507;11626;11758;11903;12063;12236;12424;12627;12844;13077;13325;13590;13871;14157;14450;14748;15053;15364;15681;16005;16336;16673;17018;17369;17729;18095;18470;18852;19243;19641;20049;20464;20887;21318;21759;22209;22668;23137;23616;24105;24604;25113;25654;26227;26833;27475;28153;28870;29626;30424;31265;32151;33084;34067;34891;35975;37118;38320;39408;40750;42164;43627;45000;46561;48177;49713;51437;53222;54940;56847;58820;60862;62975;65162;67425;69766;72189;74622;77060;79504;81961;84431;86921;89447;91929;94413;96900;99454;101935;104679;107460;110141;112855;115271;117509;119811;122175;124615;127105;129674;132314;135031;136745;138525;140391;142280;143964;145909;147882;149870;151880;157277,095238095;162674,19047619;168071,285714286;173468,380952381;178865,476190476;184262,571428571;189659,666666667;195056,761904762;200453,857142857;205850,952380952;211248,047619048;216645,142857143;222042,238095238;227439,333333333;232836,428571429;238233,523809524;243630,619047619;249027,714285714;254424,80952381;259821,904761905;265219;268911;276359;283933;291632;299438;307293;315120;322774;329991;336481;341962;346193;349087;350760;351514;351781;352075;352820;354243;356360;358996;361890;364926;368217;372049;376790;382703;389915;398395;407996;418462;429399;440447;451383;462120;472697;483201;493626;503820;513839;523814;533565;542668;550540;556033;557868;555506;548954;538661;525512;510744;495976;482686;471855;464338;460560;459993;462012;466275;472324;479623;487520;495376;502685;509070
Maldives;1766;1766;1766;1766;1766;1766;1766;1766;1766;1766;1766;1766;1767;1769;1771;1773;1776;1780;1784;1788;1793;1799;1805;1811;1819;1826;1834;1843;1852;1862;1873;1884;1895;1906;1917;1928;1939;1951;1962;1974;1985;1997;2008;2020;2032;2044;2056;2068;2080;2092;2104;2114;2124;2134;2145;2155;2165;2175;2186;2196;2207;2217;2228;2238;2249;2260;2271;2281;2292;2303;2314;2325;2336;2347;2358;2369;2381;2392;2403;2415;2426;2437;2449;2460;2472;2484;2495;2507;2519;2531;2543;2555;2567;2579;2591;2604;2616;2628;2641;2653;2666;2678;2691;2704;2716;2729;2742;2755;2768;2781;2789;2799;2796;2785;2774;2763;2752;2741;2734;2727;2719;2725;2745;2778;2812;2846;2872;2902;2929;2960;2951,33333333333;2942,66666666667;2934;2925,33333333333;2916,66666666667;2908;2899,33333333333;2890,66666666667;2882;2873,33333333333;2864,66666666667;2856;2847,33333333333;2838,66666666667;2830;2821,33333333333;2812,66666666667;2804;2795,33333333333;2786,66666666667;2778;2923;3205;3473;3726;3964;4187;4396;4589;4767;4929;5076;5208;5326;5431;5526;5610;5686;5756;5823;5888;5947;6002;6060;6129;6226;6371;6572;6830;7138;7483;7851;8215;8550;8840;9065;9218;9299;9314;9262;9142;8952;8704;8413;8093;7761;7431;7116;6828;6582;6390;6260;6189;6172;6204;6286;6416;6583;6773;6971;7160;7323;7451;7537;7573;7557
Mali;60697;60697;60697;60697;60697;60697;60697;60697;60697;60697;60697;60724;60778;60859;60967;61103;61267;61459;61680;61929;62207;62515;62852;63219;63616;64044;64502;64991;65511;66063;66646;67262;67883;68510;69143;69782;70426;71077;71733;72396;73065;73740;74421;75108;75802;76502;77209;77922;78642;79368;80101;80858;81623;82394;83173;83960;84753;85554;86363;87180;88004;88836;89675;90523;91379;92242;93114;93994;94883;95780;96685;97599;98522;99425;100365;101313;102271;103211;104187;105172;106166;107145;108158;109180;110190;111232;112283;113325;114396;115478;116569;117671;118783;119906;121039;122183;123338;124503;125680;126868;128067;129277;130481;131714;132959;134215;135484;136737;138029;139334;140650;141972;143313;144668;146035;147415;148808;150214;151591;152992;154405;155831;157270;158723;160189;161669;163402;164911;166678;168464;172243,666666667;176023,333333333;179803;183582,666666667;187362,333333333;191142;194921,666666667;198701,333333333;202481;206260,666666667;210040,333333333;213820;217599,666666667;221379,333333333;225159;228938,666666667;232718,333333333;236498;240277,666666667;244057,333333333;247837;248316;249362;250585;251984;253560;255313;257244;259356;261650;264131;266805;269676;272753;276041;279555;283314;287316;291549;295996;300627;305406;310303;315295;320368;325535;330824;336257;341842;347558;353321;359021;364619;370141;375669;381339;387317;393777;400860;408657;417187;426402;436204;446532;457404;468905;481150;494201;508057;522659;537961;553905;570325;587006;603740;620297;636478;652188;667352;681900;695756;708889;721445;733621;745593;757577
Malta;5169;5169;5169;5169;5169;5169;5169;5169;5169;5169;5169;5171;5174;5179;5185;5193;5203;5215;5228;5243;5259;5277;5297;5319;5342;5368;5395;5423;5454;5486;5520;5556;5593;5629;5666;5703;5740;5777;5815;5853;5891;5929;5968;6007;6046;6085;6125;6165;6205;6246;6286;6328;6369;6411;6452;6495;6537;6580;6623;6666;6710;6753;6798;6842;6887;6932;6977;7023;7069;7115;7161;7208;7255;7302;7349;7397;7446;7493;7542;7592;7641;7678;7702;7740;7777;7802;7840;7877;7902;7940;7979;8004;8043;8082;8121;8146;8185;8225;8250;8290;8803;8951;9100;9252;9405;9560;9392;9221;9048;8873;8695;8480;8262;8041;7817;7589;7839;8092;8348;8607;8868;8864;8859;8854;8848;8842;8948;9055;9163;9271;9278,19047619048;9285,38095238095;9292,57142857143;9299,7619047619;9306,95238095238;9314,14285714286;9321,33333333333;9328,52380952381;9335,71428571429;9342,90476190476;9350,09523809524;9357,28571428571;9364,47619047619;9371,66666666667;9378,85714285714;9386,04761904762;9393,2380952381;9400,42857142857;9407,61904761905;9414,80952380952;9422;9368;9249;9110;8950;8769;8565;8338;8085;7801;7484;7130;6744;6335;5921;5532;5198;4941;4774;4703;4726;4834;4999;5192;5390;5570;5710;5805;5854;5858;5827;5780;5738;5715;5715;5733;5758;5773;5767;5736;5679;5603;5515;5421;5321;5210;5080;4924;4744;4547;4343;4147;3972;3829;3723;3654;3620;3610;3614;3627;3644;3661;3679;3698;3716;3734
Marshall Islands;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Martinique;3357;3357;3357;3357;3357;3357;3357;3357;3357;3357;3357;3359;3361;3365;3370;3376;3383;3392;3401;3412;3425;3439;3454;3470;3488;3506;3527;3548;3571;3596;3622;3649;3676;3704;3731;3760;3788;3816;3845;3874;3903;3932;3961;3991;4021;4051;4082;4112;4143;4174;4205;4237;4269;4301;4333;4365;4398;4431;4464;4497;4531;4565;4599;4633;4668;4703;4738;4774;4809;4845;4882;4918;4955;4991;5028;5066;5104;5141;5180;5218;5257;5296;5336;5376;5415;5456;5496;5537;5578;5620;5662;5705;5747;5790;5834;5877;5921;5965;6010;6055;6100;6146;6191;6238;6284;6331;6379;6426;6474;6522;6571;6620;6669;6719;6770;6820;6871;6923;6975;7027;7080;7133;7186;7240;7295;7349;7404;7448;7504;7560;7647,14285714286;7734,28571428571;7821,42857142857;7908,57142857143;7995,71428571429;8082,85714285714;8170;8257,14285714286;8344,28571428571;8431,42857142857;8518,57142857143;8605,71428571429;8692,85714285714;8780;8867,14285714286;8954,28571428571;9041,42857142857;9128,57142857143;9215,71428571429;9302,85714285714;9390;9480;9651;9807;9945;10067;10174;10265;10341;10403;10454;10493;10519;10528;10515;10470;10381;10241;10047;9795;9478;9090;8640;8147;7633;7129;6667;6269;5954;5731;5608;5583;5631;5727;5850;5978;6090;6173;6221;6229;6198;6140;6070;6004;5946;5900;5863;5831;5798;5762;5725;5686;5647;5607;5562;5509;5441;5355;5250;5129;4996;4857;4717;4586;4468;4368
Mauritania;16819;16819;16819;16819;16819;16819;16819;16819;16819;16819;16819;16822;16829;16839;16852;16869;16889;16913;16940;16971;17005;17042;17083;17128;17176;17227;17282;17341;17403;17469;17539;17612;17685;17759;17833;17907;17982;18057;18132;18208;18284;18360;18436;18513;18590;18668;18746;18824;18902;18981;19060;19139;19219;19298;19378;19459;19540;19621;19702;19784;19866;19948;20031;20114;20198;20282;20366;20450;20535;20620;20706;20792;20878;20964;21051;21138;21226;21313;21401;21490;21579;21668;21758;21848;21938;22029;22120;22211;22303;22396;22489;22582;22676;22770;22865;22959;23055;23150;23246;23343;23440;23537;23634;23732;23831;23929;24029;24128;24228;24328;24429;24530;24632;24734;24837;24940;25043;25147;25252;25358;25463;25569;25676;25783;25891;25998;26069;26140;26211;26282;26541,5714285714;26801,1428571429;27060,7142857143;27320,2857142857;27579,8571428571;27839,4285714286;28099;28358,5714285714;28618,1428571429;28877,7142857143;29137,2857142857;29396,8571428571;29656,4285714286;29916;30175,5714285714;30435,1428571429;30694,7142857143;30954,2857142857;31213,8571428571;31473,4285714286;31733;32386;33669;34908;36102;37253;38361;39427;40458;41457;42434;43398;44361;45337;46334;47365;48436;49546;50692;51875;53094;54345;55622;56919;58229;59544;60853;62157;63461;64772;66107;67483;68917;70419;71994;73641;75350;77107;78900;80727;82584;84473;86400;88372;90394;92481;94648;96897;99222;101607;104036;106489;108940;111360;113724;116006;118189;120273;122264;124165;125981;127726;129418;131079;132724;134366
Mauritius;2240;2288;2337;2387;2438;2490;2543;2598;2653;2710;2791;2850;2911;2973;3037;3102;3168;3236;3305;3376;3448;3522;3597;3674;3752;3833;3915;3998;4084;4171;4260;4351;4444;4539;4636;4735;4836;4940;5046;5153;5263;5386;5521;5670;5833;6012;6208;6421;6652;6904;7176;7470;7761;8048;8331;8610;8886;9157;9423;9685;9943;10196;10437;10666;10882;11084;11271;11442;11596;11731;11848;11943;12013;12071;12145;12857;12935;13017;13099;13182;13265;13298;13308;13313;13328;13320;13317;13311;13292;13270;13243;13346;13446;13542;13635;13724;13846;13964;14082;14198;14314;14207;14101;13992;13882;13772;13557;13343;13129;12915;12707;14477;14086;13705;13323;12939;12986;13032;13079;13126;13174;13774;14390;15023;15661;16305;15531;14750;13963;13167;13605,4285714286;14043,8571428571;14482,2857142857;14920,7142857143;15359,1428571429;15797,5714285714;16236;16674,4285714286;17112,8571428571;17551,2857142857;17989,7142857143;18428,1428571429;18866,5714285714;19305;19743,4285714286;20181,8571428571;20620,2857142857;21058,7142857143;21497,1428571429;21935,5714285714;22374;22483;22778;23225;23824;24570;25446;26426;27460;28465;29344;29997;30331;30292;29883;29143;28152;27049;25966;24989;24221;23739;23523;23526;23701;23929;24062;23994;23669;23096;22360;21598;20966;20571;20445;20578;20912;21329;21726;22050;22260;22332;22290;22156;21939;21660;21345;21022;20705;20399;20093;19760;19378;18933;18430;17878;17294;16706;16141;15620;15162;14780;14472;14233;14059;13942
Mayotte;399;399;399;399;399;399;399;399;399;399;399;399;400;400;400;401;401;402;403;403;404;405;406;408;409;410;412;413;415;417;419;421;423;425;427;429;431;433;435;437;439;441;443;445;447;449;451;453;456;458;460;462;464;466;468;470;473;475;477;479;481;483;486;488;490;492;494;497;499;501;503;506;508;510;513;515;517;520;522;524;527;529;532;534;536;539;541;544;546;549;551;554;556;559;561;564;566;569;571;574;577;579;582;584;587;590;592;595;598;600;603;606;609;611;614;617;620;623;626;628;631;634;637;640;643;646;653;659;664;671;669,47619047619;667,952380952381;666,428571428571;664,904761904762;663,380952380952;661,857142857143;660,333333333333;658,809523809524;657,285714285714;655,761904761905;654,238095238095;652,714285714286;651,190476190476;649,666666666667;648,142857142857;646,619047619048;645,095238095238;643,571428571429;642,047619047619;640,52380952381;639;653;684;718;756;798;843;893;946;1002;1061;1123;1187;1253;1320;1389;1459;1530;1604;1679;1758;1841;1928;2021;2118;2219;2320;2421;2522;2622;2726;2837;2959;3091;3230;3366;3489;3593;3675;3739;3795;3858;3940;4053;4199;4376;4580;4798;5021;5242;5463;5686;5914;6146;6374;6588;6775;6926;7037;7108;7145;7156;7153;7149;7151;7165
Mexico;289718;290639;291564;292491;293421;294354;295290;296230;297172;298117;299120;300099;301108;302149;303221;304324;305459;306626;307825;309057;310321;311618;312949;314313;315711;317142;318608;320109;321644;323214;324819;326460;328109;329767;331433;333107;334790;336481;338181;339890;341607;343405;345286;347250;349298;351432;353653;355961;358359;360847;363426;366161;368990;371916;374939;378060;381281;384604;388029;391558;395192;398992;402887;406877;410965;415154;419444;423838;428335;432940;437654;442476;447412;451992;457171;462475;467906;473143;478886;484770;490725;496562;502663;508839;514915;521361;528012;534408;541408;548647;556252;563976;571952;580188;588684;597449;606252;614946;623522;631985;640327;623834;651752;658094;664213;670094;675196;681825;679486;675497;669905;662853;654046;645852;637665;629486;621315;613152;626892;640649;654459;671903;693273;701069;708936;716870;724871;732949;745488;758763;788971,761904762;819180,523809524;849389,285714286;879598,047619048;909806,809523809;940015,571428571;970224,333333333;1000433,0952381;1030641,85714286;1060850,61904762;1091059,38095238;1121268,14285714;1151476,9047619;1181685,66666667;1211894,42857143;1242103,19047619;1272311,95238095;1302520,71428571;1332729,47619048;1362938,23809524;1393147;1410888;1446469;1482247;1518222;1554399;1590800;1627507;1664652;1702433;1741133;1781113;1822837;1866840;1913659;1965427;2024636;2091269;2163556;2238554;2310907;2374356;2424283;2457893;2474523;2475192;2462873;2443363;2422071;2402258;2386786;2377316;2373197;2373695;2378857;2388330;2401291;2416208;2431617;2446577;2460533;2473350;2485150;2495778;2504648;2510844;2513448;2512145;2506962;2498155;2486163;2471645;2455719;2439534;2423985;2410124;2398795;2389980;2383391;2378724;2375305;2372212;2368397;2362997;2355540;2345804
